package,URI,label,isAssertable,isConstructed,isVisible,comment,icon,constructionState
package#DataLifecycle,domain#DataAccess,DataAccess,FALSE,FALSE,FALSE,"Represents access to Data by a Process, including (in principle) the choice of which data instance(s) to serve or process.",,FALSE
package#DataLifecycle,domain#DataAsset,DataAsset,FALSE,FALSE,FALSE,A base class for all assets representing Data. Used partly to provide a classifier for the palette.,,FALSE
package#DataLifecycle,domain#DataCache,DataCache,FALSE,TRUE,FALSE,"Represents a stored copy of data created and used to suspend a data flow that either cannot be sent, or for which the recipient process is not ready.",,FALSE
package#DataLifecycle,domain#DataContainer,DataContainer,FALSE,FALSE,FALSE,"A common parent class for any asset that contains data, including assets that represent stored or flowing data, and assets such as IoT Things that incorporate embedded data.",,FALSE
package#DataLifecycle,domain#DataCopy,DataCopy,FALSE,TRUE,TRUE,Represents a copy of data stored in persistent memory on a device.,,FALSE
package#DataLifecycle,domain#DataDestination,DataDestination,FALSE,FALSE,FALSE,"A common parent class for DataAccess assets that can be associated with the destination of an output data flow. Any destination can also be a source, but some sources are not destinations (they only produce data).",,FALSE
package#DataLifecycle,domain#DataFlow,DataFlow,FALSE,TRUE,TRUE,Represents an end to end flow of data between processes via a set of Data Steps connecting between intermediate processes.,,FALSE
package#DataLifecycle,domain#DataInferenceAsset,DataInferenceAsset,FALSE,FALSE,FALSE,A base class for any assets used only to model state created by data lifecycle inference patterns.,,FALSE
package#DataLifecycle,domain#DataInput,DataInput,FALSE,TRUE,FALSE,A subclass of DataUse relating to a process that uses data as an input.,,FALSE
package#DataLifecycle,domain#DataLifecycleAsset,DataLifecycleAsset,FALSE,FALSE,FALSE,"Base class for all assets describing data lifecycle states, excluding overlay parent classes.",,FALSE
package#DataLifecycle,domain#DataOutput,DataOutput,FALSE,TRUE,FALSE,A subclass of DataUse relating to a process that creates data as an output.,,FALSE
package#DataLifecycle,domain#DataPool,DataPool,FALSE,FALSE,TRUE,"Overlay parent class representing data loaded by a process, in which the process acts as an enabler for data access by other processes, either as a data source or as a server of stored data.",,FALSE
package#DataLifecycle,domain#DataProcess,DataProcess,FALSE,FALSE,FALSE,A subclass of DataUse relating to a process that uses data as an input or produces it as output (i.e. data processing as opposed to data serving or data transfer).,,FALSE
package#DataLifecycle,domain#DataRelay,DataRelay,FALSE,TRUE,FALSE,"A subclass of DataAccess relating to a process that serves data as an intermediary, without storing it locally (except possibly in a cache). As such, the process acts as both a producer and a consumer in flows of this data.",,FALSE
package#DataLifecycle,domain#DataSource,DataSource,FALSE,FALSE,TRUE,Common parent for DataAccess assets that represent access by a process acting as the source of data (creating the data or serving it to clients).,,FALSE
package#DataLifecycle,domain#DataStep,DataStep,FALSE,TRUE,FALSE,Represents the exchange of data between interacting processes (or their ability to securely exchange data).,,FALSE
package#DataLifecycle,domain#DataUpdate,DataUpdate,FALSE,TRUE,FALSE,A subclass of DataUse relating to a process that uses data as both an input and an output.,,FALSE
package#DataLifecycle,domain#DataUse,DataUse,FALSE,FALSE,TRUE,An overlay parent class covering all DataAccess assets that represent the production or consumption of data in data flows. This excludes processes that only serve data.,,FALSE
package#DataLifecycle,domain#InputPool,InputPool,FALSE,TRUE,TRUE,A subclass of DataUse relating to a process that reads locally stored data and also supplies the data for use by other processes.,,FALSE
package#DataLifecycle,domain#OutputPool,OutputPool,FALSE,TRUE,TRUE,A subclass of DataUse relating to a process that creates data and also supplies the results for use by other processes.,,FALSE
package#DataLifecycle,domain#RemoteUserAccess,RemoteUserAccess,FALSE,TRUE,FALSE,"A subclass of DataAccess relating to a remote access client used to interact with a process on another host. In this situation, the remote access client never holds a complete copy of the data in its memory, but it does participate in the data flow between its user and the remote process.",,FALSE
package#DataLifecycle,domain#StoredDataPool,StoredDataPool,FALSE,TRUE,TRUE,"Represents stored data loaded by a process, in which the process acts as an enabler for access by other processes, i.e. a server of stored data.",,FALSE
package#DataLifecycle,domain#UpdatePool,UpdatePool,FALSE,TRUE,TRUE,A subclass of DataUse relating to a process that updates data and also supplies the results for use by other processes.,,FALSE
package#DataLifecycleInference,domain#DataChannel,DataChannel,FALSE,TRUE,FALSE,A sequence of communicating processes from the process that uses data to the process that enables it to access the data.,,TRUE
package#DataLifecycleInference,domain#DataExchange,DataExchange,FALSE,TRUE,FALSE,Represents the ability of two processes to exchange data.,,TRUE
package#DataLifecycleInference,domain#DataPath,DataPath,FALSE,TRUE,FALSE,Used for model construction only.,,TRUE
package#GDPR,domain#GDPRArt94Data,GDPRArt94Data,FALSE,FALSE,FALSE,A parent class for certain types of data indicating the data is subject to national as well as European regulation under GDPR Article 9.4.,,FALSE
package#GDPR,domain#GDPRArt9Data,GDPRArt9Data,FALSE,FALSE,FALSE,A parent class for certain types of data indicating the data is subject to additional data protection measures under the EU Regulation GDPR Article 9.,,FALSE
package#GDPR,domain#SpecialCategoryData,SpecialCategoryData,TRUE,FALSE,TRUE,"Data revealing racial or ethnic origin, political opinions, religious or philosophical beliefs, or trade union membership, or data concerning a natural person's sex life or sexual orientation. These categories of data are subject to GDPR Art 9, along with biometric, genetic and health data all of which are presented using separate specialised classes.",sensitivedata.svg,FALSE
package#IoT,domain#Controller,Controller,TRUE,FALSE,TRUE,"A Thing that is able to affect aspects of the physical environment in ways defined by data sent to it. A Controller has no console allowing login, but it may have an interface allowing some interaction with a human user.",actuator.svg,FALSE
package#IoT,domain#ControlProcess,ControlProcess,FALSE,TRUE,FALSE,A simple process that runs on a controller and handles conversion of input data into control signals for robotic or other interaction with the real (physical) world.,,FALSE
package#IoT,domain#IoTProcess,IoTProcess,FALSE,FALSE,FALSE,Base class for inferred onboard sensor acquisition and control processes running on an IoT Thing.,,FALSE
package#IoT,domain#Sensor,Sensor,TRUE,FALSE,TRUE,"A Thing that can sense its physical environment and produce data describing aspects of that environment including the device user. A sensor has no console allowing login, but it may have an interface allowing some interaction with a human user.",sensor.svg,FALSE
package#IoT,domain#SensorProcess,SensorProcess,FALSE,TRUE,FALSE,A simple process that runs on a sensor and handles the acquisition and sending of data from the real (physical) world.,,FALSE
package#IoT,domain#Thing,Thing,FALSE,FALSE,FALSE,A device with onboard processing able to interact with the physical world.,,FALSE
package#Legal,domain#GovernanceAsset,GovernanceAsset,FALSE,FALSE,FALSE,Base class for assets representing or related to agency and governance mechanisms.,,FALSE
package#Legal,domain#GovernancePalette,Users and Governance,FALSE,FALSE,FALSE,"An overlay parent class descended from Palette Type, to be used to control the grouping of assertable assets in the SSM GUI Asset Palette.",,FALSE
package#Legal,domain#Jurisdiction,Jurisdiction,TRUE,FALSE,TRUE,"Represents a specific set of regulations to which part or all of a system may be subject. The regulations themselves may come from several sources, e.g. EU and national laws may both apply to parts of a system in a given member state.",legalspace.svg,FALSE
package#Legal,domain#LegalEntity,LegalEntity,FALSE,FALSE,TRUE,"An individual, company, or other entity which has legal rights and is subject to obligations. Overlay parent class for Human and some Organisation subtypes.",,FALSE
package#Legal,domain#LegalOrganisation,LegalOrganisation,TRUE,FALSE,TRUE,"A group working together in pursuit of goals (which may or may not be shared by all the individuals participating in the group), constituted as a legal entity (e.g. a limited company, charity or government department). If your organisation does not have this status, make it an Organisation (the base asset class) instead.",people-law.svg,FALSE
package#LocalDeviceConnectivity,domain#BluetoothPair,BluetoothPair,FALSE,TRUE,TRUE,Represents the communication capability established when two devices are paired over a Bluetooth connection. Inferred where there is a pairsWithBluetooth relationship between devices.,,FALSE
package#LocalDeviceConnectivity,domain#L1Subnet,L1Subnet,FALSE,FALSE,FALSE,"An L1Subnet is one that connects paired hosts directly, with no addressing as such used within the subnet. Used as a base class for USB and Bluetooth connections.",,FALSE
package#LocalDeviceConnectivity,domain#MeshRoutingSegment,MeshRoutingSegment,FALSE,TRUE,FALSE,"Route through a gateway Host between two devices paired with that Host by Bluetooth connections. Modelled as a type of Open Segment because the message source does not need to be obfuscated in transit through the gateway Host. In most devices, mesh routing is disabled by default, but SSM must assume it may be enabled so potential threats are not overlooked.",,FALSE
package#LocalDeviceConnectivity,domain#ReverseTetheringSegment,ReverseTetheringSegment,FALSE,TRUE,FALSE,"Route through a gateway Host from a connected USB/BT device to an IP network. Modelled as a type of NAT Segment because the message source is obfuscated in transit through the Host. This is not SNAT because the source is not connected to the gateway via an IP network, but the effect is similar as the message acquires a source address of the gateway on the destination network.",,FALSE
package#LocalDeviceConnectivity,domain#TetheringSegment,TetheringSegment,FALSE,TRUE,FALSE,Route through a gateway Host to a connected USB/BT device from an IP network. Modelled as a type of Open Segment because the message source does not need to be obfuscated in transit through the gateway Host.,,FALSE
package#LocalDeviceConnectivity,domain#USBDevice,USBDevice,FALSE,FALSE,FALSE,A USBClient is a device designed to be connected to other hosts via a USB link.,,FALSE
package#LocalDeviceConnectivity,domain#USBHost,USBHost,FALSE,FALSE,FALSE,A USB Host is one to which a USB device can be connected.,,FALSE
package#LocalDeviceConnectivity,domain#USBPair,USBPair,FALSE,TRUE,TRUE,Represents the communication capability established when two devices are paired over a USB connection. Inferred where there is a pairsWithUSB relationship between devices.,,FALSE
package#Network,domain#AbstractSubnet,AbstractSubnet,FALSE,FALSE,FALSE,"Base class for all network subnets, including real subnets (i.e. those over which messages can be sent or routed) and some that are not real but represent a set of (inferred) real networks and routers.",,FALSE
package#Network,domain#AuthClient,AuthClient,FALSE,TRUE,TRUE,A simple process that runs on a host and handles authentication of that hosts to subnets that require it.,,FALSE
package#Network,domain#AuthService,AuthService,TRUE,FALSE,TRUE,A simple process that provides authentication and authorization of client processes or devices connecting to other services and networks.,auth-proxy.svg,FALSE
package#Network,domain#Cluster,Cluster,TRUE,TRUE,TRUE,A collection of identical physical servers that can be managed as a cluster. A singleton Cluster in a system model represents multiple Server-class Hosts.,cluster.svg,FALSE
package#Network,domain#ClusterHost,ClusterHost,FALSE,FALSE,FALSE,Common base class for any Host that represents a collection of Hosts.,,FALSE
package#Network,domain#ConsoleHost,ConsoleHost,FALSE,FALSE,FALSE,"A (physical) host with a user interface that also supports shell access, making it possible for users to log in. Attackers who can gain physical access could also exploit vulnerabilities and gain control over the device.",,FALSE
package#Network,domain#CoreNetwork,CoreNetwork,FALSE,TRUE,TRUE,"Represents a wide area, mostly wired network composed of several connected subnets that are not explicitly included.",,FALSE
package#Network,domain#CoreRouter,CoreRouter,FALSE,TRUE,TRUE,A type of wired network router that provides connections with and within core networks.,,FALSE
package#Network,domain#DataCentre,DataCentre,TRUE,FALSE,TRUE,"A building or buildings containing physical hosts and networks that can itself be connected to other networks, and used to support virtual hosts and management via a cloud platform. Internal connections and resources will be inferred where necessary, if not added manually.",data-center.svg,FALSE
package#Network,domain#DumbHost,DumbHost,FALSE,FALSE,FALSE,"A (physical) host device that has no built in (physical) user interface, which means it cannot be used directly by a Human.",,FALSE
package#Network,domain#EmailClient,EmailClient,TRUE,FALSE,TRUE,Represents an ESMTP Mail User Agent (MUA) process that is used interactively by its users.,email-small.svg,FALSE
package#Network,domain#EmailMUA,EmailMUA,FALSE,FALSE,FALSE,"Represents a general ESMTP Mail User Agent (MUA) process. It provides a means for attackers to send malicious content designed to trick its users. Used as a base class for assertible subclasses representing webmail services and desktop email clients, etc.",,FALSE
package#Network,domain#EmailService,EmailService,TRUE,FALSE,TRUE,Represents an ESMTP Mail User Agent (MUA) process accessed remotely by users. This is either via a WebBrowser (which makes the MUA a webmail service) or an EmailClient (which makes the MUA an IMAP/POP service). The MUA provides a means for attackers to send malicious content designed to trick its users.,email-service.svg,FALSE
package#Network,domain#FixedHost,FixedHost,FALSE,FALSE,FALSE,"A Host that is always located in one fixed Space, i.e. it doesn't move around, and its network connections are thus persistent.",,FALSE
package#Network,domain#GeneralHost,GeneralHost,FALSE,FALSE,FALSE,"A parent class for devices that are able to run arbitrary processes and hold data with no problems. Distinct from SimpleHost devices, which are specialised to a particular purpose.",,FALSE
package#Network,domain#GeneralProcess,GeneralProcess,FALSE,FALSE,FALSE,A process with significant complexity unable to run on a specialised device.,,FALSE
package#Network,domain#HContext,HContext,FALSE,FALSE,FALSE,A common parent class for host-related access contexts.,,FALSE
package#Network,domain#Host,Host,FALSE,FALSE,FALSE,"A device that can store, process, transmit or receive data.",,FALSE
package#Network,domain#HostContext,HostContext,FALSE,TRUE,FALSE,"Represents accessibility for a host when in a specific location, with links to the host, location (space), and networks it can be connected to in that location.",,FALSE
package#Network,domain#HostNetContext,HostNetContext,FALSE,TRUE,FALSE,"Represents accessibility for a host when on a specific subnet, with links to the host, subnet, and locations (spaces) where it can be connected to in that subnet.",,FALSE
package#Network,domain#HostPalette,Hosts,FALSE,FALSE,FALSE,"An overlay parent class descended from Palette Type, to be used to control the grouping of assertable assets in the SSM GUI Asset Palette.",,FALSE
package#Network,domain#InteractiveHost,InteractiveHost,FALSE,FALSE,FALSE,"A (physical) host with a user interface that allows users to interact with a process, but not to log into the host.",,FALSE
package#Network,domain#InternalSubnet,InternalSubnet,FALSE,FALSE,FALSE,A base class for logical subnets that are purely internal within a single host.,,FALSE
package#Network,domain#Internet,Internet,TRUE,FALSE,TRUE,"Special type of PhysicalSubnet, used as an abstraction for the core and access networks that make up the global, public Internet. There is only one Internet, so only one of these should appear in each system model.",world.svg,FALSE
package#Network,domain#L01Subnet,L01Subnet,FALSE,FALSE,FALSE,"Common parent of L0 and L1 subnets, i.e. subnets that support communication within a single host or between two paired hosts.",,FALSE
package#Network,domain#L0Subnet,L0Subnet,FALSE,FALSE,FALSE,An L0Subnet is one provided by a host for communication within that host. This covers API calls and socket level communication between hosted processes to emulated IP switching between virtual hosts. The key difference between this and L3 virtual networks is that intrusion on the network is impossible except by compromising a connected host.,,FALSE
package#Network,domain#L23Subnet,L23Subnet,FALSE,FALSE,FALSE,"Common parent of L2 and L3 subnets, i.e. subnets that support communication between different, unpaired hosts.",,FALSE
package#Network,domain#L2Subnet,L2Subnet,FALSE,FALSE,FALSE,An OSI Layer 2 subnet is one supporting communication between connected devices.,,FALSE
package#Network,domain#L3Subnet,L3Subnet,FALSE,FALSE,FALSE,An OSI Layer 3 subnet is one that supports addressing of messages between connected devices and devices that need not be connected to the same subnet.,,FALSE
package#Network,domain#LogicalSubnet,LogicalSubnet,FALSE,FALSE,FALSE,A base class for any means of communication between hosts.,,FALSE
package#Network,domain#LoginService,LoginService,TRUE,TRUE,TRUE,"Supports remote access to command line functionality on its host. If the service controls the host, it has root privileges, enabling remote system admin. If the service controls other processes running on the host, it has the privileges assigned to those processes, and users can interact via a remote terminal client with those processes. A desktop service may be configured as a restricted workspace by enabling security controls such that it does not allow the user unrestricted access to the shell, but only to processes that are specified as being available to the login service.",login-shell.svg,FALSE
package#Network,domain#MobileClient,MobileClient,TRUE,FALSE,TRUE,"A device that is mobile, but could be a Notebook, Smartphone, or Tablet. Used where different users may employ different types of client device, so the model cannot specify (or assume) a single type.",mobiles.svg,FALSE
package#Network,domain#MobileHost,MobileHost,FALSE,FALSE,FALSE,"A Host that has no fixed location, and whose network connections are thus mostly non-persistent.",,FALSE
package#Network,domain#NetworkAsset,NetworkAsset,FALSE,FALSE,FALSE,"Base class for all network assets excluding host devices, including abstract and real subnets, network interfaces, routes through gateway hosts, and extended network paths.",,FALSE
package#Network,domain#NetworkPalette,Networks,FALSE,FALSE,FALSE,"An overlay parent class descended from Palette Type, to be used to control the grouping of assertable assets in the SSM GUI Asset Palette.",,FALSE
package#Network,domain#Notebook,Notebook,TRUE,FALSE,TRUE,"A mobile physical host such as a PC, used to run application processes locally, including client processes for accessing services over a network.",laptop.svg,FALSE
package#Network,domain#PContext,PContext,FALSE,FALSE,FALSE,A common parent class for process-related access contexts.,,FALSE
package#Network,domain#PersonalHost,PersonalHost,FALSE,FALSE,FALSE,"A mobile or IoT device that is dedicated to a single user and carried wherever they go. It is possible for hosts of these types to be non-dedicated, but if a user both interacts with and manages them, they are considered dedicated.",,FALSE
package#Network,domain#PhysicalHost,PhysicalHost,FALSE,FALSE,FALSE,"A physical host device, that could therefore be physically as well as electronically attacked (unlike a VirtualHost).",,FALSE
package#Network,domain#PhysicalSubnet,PhysicalSubnet,FALSE,FALSE,FALSE,A physical subnet is one that makes direct use of physical hardware.,,FALSE
package#Network,domain#Process,Process,FALSE,FALSE,FALSE,"Represents a process (usually implemented by software running on a Host) that can read, update or create data, or exchange data with other processes.",,FALSE
package#Network,domain#ProcessContext,ProcessContext,FALSE,TRUE,FALSE,"Represents accessibility for a process when running on a specific host in a specific location, with links to the process, host, location (space), and networks it can use for communication in that location, plus channels and paths that are accessible to a client or available for accessing a service when in that location.",,FALSE
package#Network,domain#ProcessPalette,Process Types,FALSE,FALSE,FALSE,"An overlay parent class descended from Palette Type, to be used to control the grouping of assertable assets in the SSM GUI Asset Palette.",,FALSE
package#Network,domain#ProcNetContext,ProcNetContext,FALSE,TRUE,FALSE,"Represents accessibility for a process when running on a specific host on a specific subnet, with links to the process, host and subnet, and locations (spaces), where it can be connected to that subnet, plus channels and paths that are accessible to a client or available for accessing a service when it is connected.",,FALSE
package#Network,domain#RadioSubnet,RadioSubnet,FALSE,FALSE,FALSE,"A network that uses radio as its means of communication, and may therefore be snooped or jammed.",,FALSE
package#Network,domain#RemoteAccessClient,RemoteAccessClient,FALSE,FALSE,FALSE,A remote access client is any process that can be used to run commands or otherwise interact with processes running in a shell on a remote host.,,FALSE
package#Network,domain#RemoteAccessService,RemoteAccessService,FALSE,FALSE,TRUE,A remote access service is any process that can be accessed remotely and used to run commands or otherwise interact with processes running in a shell on its host.,,FALSE
package#Network,domain#RemoteTerminal,RemoteTerminal,TRUE,TRUE,TRUE,Provides a means to access the command line on a remote host via a login service running on that host.,remoteterminal.svg,FALSE
package#Network,domain#RemovableMedia,RemovableMedia,TRUE,FALSE,TRUE,"Represents the ability to use removable (e.g. USB) storage devices as a means to transfer data between hosts. Such devices therefore act a bit like networks, so in practice any threats are caused by the mechanism used to connect them to other hosts.",usbdrive.svg,FALSE
package#Network,domain#Router,Router,TRUE,TRUE,TRUE,A very simple fixed device used to transmit and receive data between different locally connected subnets.,router.svg,FALSE
package#Network,domain#Server,Server,TRUE,FALSE,TRUE,"A fixed physical host used to run application processes that are accessed remotely over a network. If your server device is not headless, make it a Workstation.",server.svg,FALSE
package#Network,domain#ShellHost,ShellHost,FALSE,FALSE,FALSE,"A parent class for devices that support access via something equivalent to a shell, i.e. a means for users to run and control processes.",,FALSE
package#Network,domain#SimpleHost,SimpleHost,FALSE,FALSE,FALSE,"A parent class for devices that are specialised for a purpose, and are therefore not normally able to host arbitrary processes and data. As distinct from GeneralHost devices, which have no such limitations.",,FALSE
package#Network,domain#SimpleProcess,SimpleProcess,FALSE,FALSE,TRUE,A process with limited complexity able to run on a specialised device.,,FALSE
package#Network,domain#Smartphone,Smartphone,TRUE,FALSE,TRUE,A mobile physical host used to run apps that mostly act as clients for accessing services over a network.,phone.svg,FALSE
package#Network,domain#Smartwatch,Smartwatch,TRUE,FALSE,TRUE," A mobile physical host used to run apps that mostly act as clients for accessing services over a network, and which typically connects using near field communications to a router such as a smartphone.",watch.svg,FALSE
package#Network,domain#SMSClient,SMSClient,TRUE,TRUE,TRUE,"Represents a text messaging client running on a phone that is used interactively by its users. The domain model assumes every smart phone will be running one of these clients, but they must be inserted by users if they run on other devices including tablets or PCs, etc.",phone-sms.svg,FALSE
package#Network,domain#SocketLAN,SocketLAN,FALSE,TRUE,TRUE,Represents the ability of processes on a common host to communicate with each other using the loopback address.,,FALSE
package#Network,domain#Tablet,Tablet,TRUE,FALSE,TRUE,"A mobile physical host used to run apps, some of which run locally but many act as clients for accessing services over a network.",tablet.svg,FALSE
package#Network,domain#TrivialHost,TrivialHost,FALSE,FALSE,FALSE,"A device specialised to support functionality so limited that it does not support shell access, e.g. a USB thumb drive, IoT controller or IoT sensor.",,FALSE
package#Network,domain#TrivialProcess,TrivialProcess,FALSE,FALSE,FALSE,"A type of simple process that is so trivial that some types of threats arise so rarely they can be neglected, e.g. threats involving software bugs.",,FALSE
package#Network,domain#TypeOverlayHost,TypeOverlayHost,FALSE,FALSE,FALSE,A base class for all host classification overlay parent classes.,,FALSE
package#Network,domain#TypeOverlayProcess,TypeOverlayProcess,FALSE,FALSE,FALSE,A base class for all process classification overlay parent classes.,,FALSE
package#Network,domain#TypeOverlaySubnet,TypeOverlaySubnet,FALSE,FALSE,FALSE,A base class for logical subnet classification overlay parent classes.,,FALSE
package#Network,domain#WiFiLAN,WiFiLAN,TRUE,TRUE,TRUE,A locally connected physical network that uses radio communication.,wifi.svg,FALSE
package#Network,domain#WiredLAN,WiredLAN,TRUE,TRUE,TRUE,A locally connected network in which connections between hosts are provided by physical wires.,cables.svg,FALSE
package#Network,domain#WiredSubnet,WiredSubnet,FALSE,FALSE,FALSE,A network that uses physical wiring as its means of communication.,,FALSE
package#Network,domain#Workstation,Workstation,TRUE,FALSE,TRUE,"A fixed physical host with a fully functional user interface, including a conventional PC, used to run interactive applications locally, as well as interactive client processes for accessing services over a network.",pc.svg,FALSE
